crop ID,soil_type,stage,MOI,temp,humidity,result
1,4,8,83,25,80,0
1,4,8,84,26,77.3,0
1,4,8,85,27,74.6,0
1,4,8,86,28,71.9,0
1,4,8,87,29,69.2,0
1,4,8,88,30,66.5,0
1,4,8,89,31,63.8,0
1,4,8,90,32,61.1,0
1,4,8,91,33,58.4,0
1,4,8,92,34,55.7,0
1,4,8,93,35,53,0
1,4,8,94,36,50.3,0
1,4,8,95,37,47.6,0
1,4,8,96,38,44.9,0
1,4,8,97,39,42.2,0
1,4,8,98,40,39.5,0
1,4,8,99,41,36.8,0
1,4,8,100,42,34.1,0
1,1,1,1,24,80,0
1,1,1,2,23,81,0
1,1,1,3,22,82,0
1,1,1,4,21,83,0
1,1,1,5,20,84,0
1,1,1,6,19,85,0
1,1,1,7,18,86,0
1,1,1,8,17,87,0
1,1,1,9,16,88,0
1,1,1,10,15,89,0
1,1,1,11,14,90,0
1,1,1,12,13,91,0
1,1,1,13,24,80,0
1,1,1,14,23,81,0
1,1,1,15,22,82,0
1,1,1,16,21,83,0
1,1,1,17,20,84,0
1,1,1,18,19,85,0
1,1,1,19,18,86,0
1,1,1,20,17,87,0
1,1,1,21,16,88,0
1,1,1,22,15,89,0
1,1,1,23,14,90,0
1,1,1,24,13,91,0
1,1,1,25,24,80,0
1,1,1,26,23,81,0
1,1,1,27,22,82,0
1,1,1,28,21,83,0
1,1,1,29,20,84,0
1,1,1,30,19,85,0
1,1,2,1,24,80,0
1,1,2,2,23,81,0
1,1,2,3,22,82,0
1,1,2,4,21,83,0
1,1,2,5,20,84,0
1,1,2,6,19,85,0
1,1,2,7,18,86,0
1,1,2,8,17,87,0
1,1,2,9,16,88,0
1,1,2,10,15,89,0
1,1,2,11,14,90,0
1,1,2,12,13,91,0
1,1,2,13,24,80,0
1,1,2,14,23,81,0
1,1,2,15,22,82,0
1,1,2,16,21,83,0
1,1,2,17,20,84,0
1,1,2,18,19,85,0
1,1,2,19,18,86,0
1,1,2,20,17,87,0
1,1,2,21,16,88,0
1,1,2,22,15,89,0
1,1,2,23,14,90,0
1,1,2,24,13,91,0
1,1,2,25,24,80,0
1,1,2,26,23,81,0
1,1,2,27,22,82,0
1,1,2,28,21,83,0
1,1,2,29,20,84,0
1,1,2,30,19,85,0
1,1,2,31,18,86,0
1,1,2,32,17,87,0
1,1,2,33,16,88,0
1,1,2,34,15,89,0
1,1,2,35,14,90,0
1,1,2,36,13,91,0
1,1,2,37,24,80,0
1,1,2,38,23,81,0
1,1,2,39,22,82,0
1,1,3,1,24,80,0
1,1,3,2,23,81,0
1,1,3,3,22,82,0
1,1,3,4,21,83,0
1,1,3,5,20,84,0
1,1,3,6,19,85,0
1,1,3,7,18,86,0
1,1,3,8,17,87,0
1,1,3,9,16,88,0
1,1,3,10,15,89,0
1,1,3,11,14,90,0
1,1,3,12,13,91,0
1,1,3,13,24,80,0
1,1,3,14,23,81,0
1,1,3,15,22,82,0
1,1,3,16,21,83,0
1,1,3,17,20,84,0
1,1,3,18,19,85,0
1,1,3,19,18,86,0
1,1,3,20,17,87,0
1,1,3,21,16,88,0
1,1,3,22,15,89,0
1,1,3,23,14,90,0
1,1,3,24,13,91,0
1,1,3,25,24,80,0
1,1,3,26,23,81,0
1,1,3,27,22,82,0
1,1,3,28,21,83,0
1,1,3,29,20,84,0
1,1,3,30,19,85,0
1,1,3,31,18,86,0
1,1,3,32,17,87,0
1,1,3,33,16,88,0
1,1,3,34,15,89,0
1,1,3,35,14,90,0
1,1,3,36,13,91,0
1,1,3,37,24,80,0
1,1,3,38,23,81,0
1,1,3,39,22,82,0
1,1,3,40,21,83,0
1,1,3,41,20,84,0
1,1,3,42,19,85,0
1,1,3,43,18,86,0
1,1,3,44,17,87,0
1,1,3,45,16,88,0
1,1,3,46,15,89,0
1,1,3,47,14,90,0
1,1,3,48,13,91,0
1,1,3,49,24,80,0
1,1,4,1,24,80,0
1,1,4,2,23,81,0
1,1,4,3,22,82,0
1,1,4,4,21,83,0
1,1,4,5,20,84,0
1,1,4,6,19,85,0
1,1,4,7,18,86,0
1,1,4,8,17,87,0
1,1,4,9,16,88,0
1,1,4,10,15,89,0
1,1,4,11,14,90,0
1,1,4,12,13,91,0
1,1,4,13,24,80,0
1,1,4,14,23,81,0
1,1,4,15,22,82,0
1,1,4,16,21,83,0
1,1,4,17,20,84,0
1,1,4,18,19,85,0
1,1,4,19,18,86,0
1,1,4,20,17,87,0
1,1,4,21,16,88,0
1,1,4,22,15,89,0
1,1,4,23,14,90,0
1,1,4,24,13,91,0
1,1,4,25,24,80,0
1,1,4,26,23,81,0
1,1,4,27,22,82,0
1,1,4,28,21,83,0
1,1,4,29,20,84,0
1,1,4,30,19,85,0
1,1,4,31,18,86,0
1,1,4,32,17,87,0
1,1,4,33,16,88,0
1,1,4,34,15,89,0
1,1,4,35,14,90,0
1,1,4,36,13,91,0
1,1,4,37,24,80,0
1,1,4,38,23,81,0
1,1,4,39,22,82,0
1,1,4,40,21,83,0
1,1,4,41,20,84,0
1,1,4,42,19,85,0
1,1,4,43,18,86,0
1,1,4,44,17,87,0
1,1,4,45,16,88,0
1,1,4,46,15,89,0
1,1,4,47,14,90,0
1,1,4,48,13,91,0
1,1,4,49,24,80,0
1,1,4,50,23,81,0
1,1,4,51,22,82,0
1,1,4,52,21,83,0
1,1,4,53,20,84,0
1,1,4,54,19,85,0
1,1,4,55,18,86,0
1,1,4,56,17,87,0
1,1,4,57,16,88,0
1,1,4,58,15,89,0
1,1,4,59,14,90,0
1,1,5,1,24,80,0
1,1,5,2,23,81,0
1,1,5,3,22,82,0
1,1,5,4,21,83,0
1,1,5,5,20,84,0
1,1,5,6,19,85,0
1,1,5,7,18,86,0
1,1,5,8,17,87,0
1,1,5,9,16,88,0
1,1,5,10,15,89,0
1,1,5,11,14,90,0
1,1,5,12,13,91,0
1,1,5,13,24,80,0
1,1,5,14,23,81,0
1,1,5,15,22,82,0
1,1,5,16,21,83,0
1,1,5,17,20,84,0
1,1,5,18,19,85,0
1,1,5,19,18,86,0
1,1,5,20,17,87,0
1,1,5,21,16,88,0
1,1,5,22,15,89,0
1,1,5,23,14,90,0
1,1,5,24,13,91,0
1,1,5,25,24,80,0
1,1,5,26,23,81,0
1,1,5,27,22,82,0
1,1,5,28,21,83,0
1,1,5,29,20,84,0
1,1,5,30,19,85,0
1,1,5,31,18,86,0
1,1,5,32,17,87,0
1,1,5,33,16,88,0
1,1,5,34,15,89,0
1,1,5,35,14,90,0
1,1,5,36,13,91,0
1,1,5,37,24,80,0
1,1,5,38,23,81,0
1,1,5,39,22,82,0
1,1,5,40,21,83,0
1,1,5,41,20,84,0
1,1,5,42,19,85,0
1,1,5,43,18,86,0
1,1,5,44,17,87,0
1,1,5,45,16,88,0
1,1,5,46,15,89,0
1,1,5,47,14,90,0
1,1,5,48,13,91,0
1,1,5,49,24,80,0
1,1,5,50,23,81,0
1,1,5,51,22,82,0
1,1,5,52,21,83,0
1,1,5,53,20,84,0
1,1,5,54,19,85,0
1,1,5,55,18,86,0
1,1,5,56,17,87,0
1,1,5,57,16,88,0
1,1,5,58,15,89,0
1,1,5,59,14,90,0
1,1,5,60,13,91,0
1,1,5,61,24,80,0
1,1,5,62,23,81,0
1,1,5,63,22,82,0
1,1,5,64,21,83,0
1,1,5,65,20,84,0
1,1,5,66,19,85,0
1,1,5,67,18,86,0
1,1,5,68,17,87,0
1,1,5,69,16,88,0
1,1,6,1,24,80,0
1,1,6,2,23,81,0
1,1,6,3,22,82,0
1,1,6,4,21,83,0
1,1,6,5,20,84,0
1,1,6,6,19,85,0
1,1,6,7,18,86,0
1,1,6,8,17,87,0
1,1,6,9,16,88,0
1,1,6,10,15,89,0
1,1,6,11,14,90,0
1,1,6,12,13,91,0
1,1,6,13,24,80,0
1,1,6,14,23,81,0
1,1,6,15,22,82,0
1,1,6,16,21,83,0
1,1,6,17,20,84,0
1,1,6,18,19,85,0
1,1,6,19,18,86,0
1,1,6,20,17,87,0
1,1,6,21,16,88,0
1,1,6,22,15,89,0
1,1,6,23,14,90,0
1,1,6,24,13,91,0
1,1,6,25,24,80,0
1,1,6,26,23,81,0
1,1,6,27,22,82,0
1,1,6,28,21,83,0
1,1,6,29,20,84,0
1,1,6,30,19,85,0
1,1,6,31,18,86,0
1,1,6,32,17,87,0
1,1,6,33,16,88,0
1,1,6,34,15,89,0
1,1,6,35,14,90,0
1,1,6,36,13,91,0
1,1,6,37,24,80,0
1,1,6,38,23,81,0
1,1,6,39,22,82,0
1,1,6,40,21,83,0
1,1,6,41,20,84,0
1,1,6,42,19,85,0
1,1,6,43,18,86,0
1,1,6,44,17,87,0
1,1,6,45,16,88,0
1,1,6,46,15,89,0
1,1,6,47,14,90,0
1,1,6,48,13,91,0
1,1,6,49,24,80,0
1,1,6,50,23,81,0
1,1,6,51,22,82,0
1,1,6,52,21,83,0
1,1,6,53,20,84,0
1,1,6,54,19,85,0
1,1,6,55,18,86,0
1,1,6,56,17,87,0
1,1,6,57,16,88,0
1,1,6,58,15,89,0
1,1,6,59,14,90,0
1,1,6,60,13,91,0
1,1,6,61,24,80,0
1,1,6,62,23,81,0
1,1,6,63,22,82,0
1,1,6,64,21,83,0
1,1,6,65,20,84,0
1,1,6,66,19,85,0
1,1,6,67,18,86,0
1,1,6,68,17,87,0
1,1,6,69,16,88,0
1,1,7,1,24,80,0
1,1,7,2,23,81,0
1,1,7,3,22,82,0
1,1,7,4,21,83,0
1,1,7,5,20,84,0
1,1,7,6,19,85,0
1,1,7,7,18,86,0
1,1,7,8,17,87,0
1,1,7,9,16,88,0
1,1,7,10,15,89,0
1,1,7,11,14,90,0
1,1,7,12,13,91,0
1,1,7,13,24,80,0
1,1,7,14,23,81,0
1,1,7,15,22,82,0
1,1,7,16,21,83,0
1,1,7,17,20,84,0
1,1,7,18,19,85,0
1,1,7,19,18,86,0
1,1,7,20,17,87,0
1,1,7,21,16,88,0
1,1,7,22,15,89,0
1,1,7,23,14,90,0
1,1,7,24,13,91,0
1,1,7,25,24,80,0
1,1,7,26,23,81,0
1,1,7,27,22,82,0
1,1,7,28,21,83,0
1,1,7,29,20,84,0
1,1,7,30,19,85,0
1,1,7,31,18,86,0
1,1,7,32,17,87,0
1,1,7,33,16,88,0
1,1,7,34,15,89,0
1,1,7,35,14,90,0
1,1,7,36,13,91,0
1,1,7,37,24,80,0
1,1,7,38,23,81,0
1,1,7,39,22,82,0
1,1,7,40,21,83,0
1,1,7,41,20,84,0
1,1,7,42,19,85,0
1,1,7,43,18,86,0
1,1,7,44,17,87,0
1,1,7,45,16,88,0
1,1,7,46,15,89,0
1,1,7,47,14,90,0
1,1,7,48,13,91,0
1,1,7,49,24,80,0
1,1,7,50,23,81,0
1,1,7,51,22,82,0
1,1,7,52,21,83,0
1,1,7,53,20,84,0
1,1,7,54,19,85,0
1,1,7,55,18,86,0
1,1,7,56,17,87,0
1,1,7,57,16,88,0
1,1,7,58,15,89,0
1,1,7,59,14,90,0
1,1,7,60,13,91,0
1,1,7,61,24,80,0
1,1,7,62,23,81,0
1,1,7,63,22,82,0
1,1,7,64,21,83,0
1,1,7,65,20,84,0
1,1,7,66,19,85,0
1,1,7,67,18,86,0
1,1,7,68,17,87,0
1,1,7,69,16,88,0
1,1,8,1,24,80,0
1,1,8,2,23,81,0
1,1,8,3,22,82,0
1,1,8,4,21,83,0
1,1,8,5,20,84,0
1,1,8,6,19,85,0
1,1,8,7,18,86,0
1,1,8,8,17,87,0
1,1,8,9,16,88,0
1,1,8,10,15,89,0
1,1,8,11,14,90,0
1,1,8,12,13,91,0
1,1,8,13,24,80,0
1,1,8,14,23,81,0
1,1,8,15,22,82,0
1,1,8,16,21,83,0
1,1,8,17,20,84,0
1,1,8,18,19,85,0
1,1,8,19,18,86,0
1,1,8,20,17,87,0
1,1,8,21,16,88,0
1,1,8,22,15,89,0
1,1,8,23,14,90,0
1,1,8,24,13,91,0
1,1,8,25,24,80,0
1,1,8,26,23,81,0
1,1,8,27,22,82,0
1,1,8,28,21,83,0
1,1,8,29,20,84,0
1,1,8,30,19,85,0
1,1,8,31,18,86,0
1,1,8,32,17,87,0
1,1,8,33,16,88,0
1,1,8,34,15,89,0
1,1,8,35,14,90,0
1,1,8,36,13,91,0
1,1,8,37,24,80,0
1,1,8,38,23,81,0
1,1,8,39,22,82,0
1,1,8,40,21,83,0
1,1,8,41,20,84,0
1,1,8,42,19,85,0
1,1,8,43,18,86,0
1,1,8,44,17,87,0
1,1,8,45,16,88,0
1,1,8,46,15,89,0
1,1,8,47,14,90,0
1,1,8,48,13,91,0
1,1,8,49,24,80,0
1,1,8,50,23,81,0
1,1,8,51,22,82,0
1,1,8,52,21,83,0
1,1,8,53,20,84,0
1,1,8,54,19,85,0
1,1,8,55,18,86,0
1,1,8,56,17,87,0
1,1,8,57,16,88,0
1,1,8,58,15,89,0
1,1,8,59,14,90,0
1,5,1,1,24,80,0
1,5,1,2,23,81,0
1,5,1,3,22,82,0
1,5,1,4,21,83,0
1,5,1,5,20,84,0
1,5,1,6,19,85,0
1,5,1,7,18,86,0
1,5,1,8,17,87,0
1,5,1,9,16,88,0
1,5,1,10,15,89,0
1,5,1,11,14,90,0
1,5,1,12,13,91,0
1,5,1,13,24,80,0
1,5,1,14,23,81,0
1,5,1,15,22,82,0
1,5,1,16,21,83,0
1,5,1,17,20,84,0
1,5,1,18,19,85,0
1,5,1,19,18,86,0
1,5,1,20,17,87,0
1,5,1,21,16,88,0
1,5,1,22,15,89,0
1,5,1,23,14,90,0
1,5,1,24,13,91,0
1,5,1,25,24,80,0
1,5,1,26,23,81,0
1,5,1,27,22,82,0
1,5,1,28,21,83,0
1,5,1,29,20,84,0
1,5,1,30,19,85,0
1,5,2,1,24,80,0
1,5,2,2,23,81,0
1,5,2,3,22,82,0
1,5,2,4,21,83,0
1,5,2,5,20,84,0
1,5,2,6,19,85,0
1,5,2,7,18,86,0
1,5,2,8,17,87,0
1,5,2,9,16,88,0
1,5,2,10,15,89,0
1,5,2,11,14,90,0
1,5,2,12,13,91,0
1,5,2,13,24,80,0
1,5,2,14,23,81,0
1,5,2,15,22,82,0
1,5,2,16,21,83,0
1,5,2,17,20,84,0
1,5,2,18,19,85,0
1,5,2,19,18,86,0
1,5,2,20,17,87,0
1,5,2,21,16,88,0
1,5,2,22,15,89,0
1,5,2,23,14,90,0
1,5,2,24,13,91,0
1,5,2,25,24,80,0
1,5,2,26,23,81,0
1,5,2,27,22,82,0
1,5,2,28,21,83,0
1,5,2,29,20,84,0
1,5,2,30,19,85,0
1,5,2,31,18,86,0
1,5,2,32,17,87,0
1,5,2,33,16,88,0
1,5,2,34,15,89,0
1,5,2,35,14,90,0
1,5,2,36,13,91,0
1,5,2,37,24,80,0
1,5,2,38,23,81,0
1,5,2,39,22,82,0
1,5,3,1,24,80,0
1,5,3,2,23,81,0
1,5,3,3,22,82,0
1,5,3,4,21,83,0
1,5,3,5,20,84,0
1,5,3,6,19,85,0
1,5,3,7,18,86,0
1,5,3,8,17,87,0
1,5,3,9,16,88,0
1,5,3,10,15,89,0
1,5,3,11,14,90,0
1,5,3,12,13,91,0
1,5,3,13,24,80,0
1,5,3,14,23,81,0
1,5,3,15,22,82,0
1,5,3,16,21,83,0
1,5,3,17,20,84,0
1,5,3,18,19,85,0
1,5,3,19,18,86,0
1,5,3,20,17,87,0
1,5,3,21,16,88,0
1,5,3,22,15,89,0
1,5,3,23,14,90,0
1,5,3,24,13,91,0
1,5,3,25,24,80,0
1,5,3,26,23,81,0
1,5,3,27,22,82,0
1,5,3,28,21,83,0
1,5,3,29,20,84,0
1,5,3,30,19,85,0
1,5,3,31,18,86,0
1,5,3,32,17,87,0
1,5,3,33,16,88,0
1,5,3,34,15,89,0
1,5,3,35,14,90,0
1,5,3,36,13,91,0
1,5,3,37,24,80,0
1,5,3,38,23,81,0
1,5,3,39,22,82,0
1,5,3,40,21,83,0
1,5,3,41,20,84,0
1,5,3,42,19,85,0
1,5,3,43,18,86,0
1,5,3,44,17,87,0
1,5,3,45,16,88,0
1,5,3,46,15,89,0
1,5,3,47,14,90,0
1,5,3,48,13,91,0
1,5,3,49,24,80,0
1,5,4,1,24,80,0
1,5,4,2,23,81,0
1,5,4,3,22,82,0
1,5,4,4,21,83,0
1,5,4,5,20,84,0
1,5,4,6,19,85,0
1,5,4,7,18,86,0
1,5,4,8,17,87,0
1,5,4,9,16,88,0
1,5,4,10,15,89,0
1,5,4,11,14,90,0
1,5,4,12,13,91,0
1,5,4,13,24,80,0
1,5,4,14,23,81,0
1,5,4,15,22,82,0
1,5,4,16,21,83,0
1,5,4,17,20,84,0
1,5,4,18,19,85,0
1,5,4,19,18,86,0
1,5,4,20,17,87,0
1,5,4,21,16,88,0
1,5,4,22,15,89,0
1,5,4,23,14,90,0
1,5,4,24,13,91,0
1,5,4,25,24,80,0
1,5,4,26,23,81,0
1,5,4,27,22,82,0
1,5,4,28,21,83,0
1,5,4,29,20,84,0
1,5,4,30,19,85,0
1,5,4,31,18,86,0
1,5,4,32,17,87,0
1,5,4,33,16,88,0
1,5,4,34,15,89,0
1,5,4,35,14,90,0
1,5,4,36,13,91,0
1,5,4,37,24,80,0
1,5,4,38,23,81,0
1,5,4,39,22,82,0
1,5,4,40,21,83,0
1,5,4,41,20,84,0
1,5,4,42,19,85,0
1,5,4,43,18,86,0
1,5,4,44,17,87,0
1,5,4,45,16,88,0
1,5,4,46,15,89,0
1,5,4,47,14,90,0
1,5,4,48,13,91,0
1,5,4,49,24,80,0
1,5,4,50,23,81,0
1,5,4,51,22,82,0
1,5,4,52,21,83,0
1,5,4,53,20,84,0
1,5,4,54,19,85,0
1,5,4,55,18,86,0
1,5,4,56,17,87,0
1,5,4,57,16,88,0
1,5,4,58,15,89,0
1,5,4,59,14,90,0
1,5,5,1,18,86,0
1,5,5,2,17,87,0
1,5,5,3,16,88,0
1,5,5,4,15,89,0
1,5,5,5,14,90,0
1,5,5,6,13,91,0
1,5,5,7,24,80,0
1,5,5,8,23,81,0
1,5,5,9,22,82,0
1,5,5,10,21,83,0
1,5,5,11,20,84,0
1,5,5,12,19,85,0
1,5,5,13,18,86,0
1,5,5,14,17,87,0
1,5,5,15,16,88,0
1,5,5,16,15,89,0
1,5,5,17,14,90,0
1,5,5,18,13,91,0
1,5,5,19,24,80,0
1,5,5,20,23,81,0
1,5,5,21,22,82,0
1,5,5,22,21,83,0
1,5,5,23,20,84,0
1,5,5,24,19,85,0
1,5,5,25,18,86,0
1,5,5,26,17,87,0
1,5,5,27,16,88,0
1,5,5,28,15,89,0
1,5,5,29,14,90,0
1,5,5,30,13,91,0
1,5,5,31,24,80,0
1,5,5,32,23,81,0
1,5,5,33,22,82,0
1,5,5,34,21,83,0
1,5,5,35,20,84,0
1,5,5,36,19,85,0
1,5,5,37,18,86,0
1,5,5,38,17,87,0
1,5,5,39,16,88,0
1,5,5,40,15,89,0
1,5,5,41,14,90,0
1,5,5,42,24,80,0
1,5,5,43,23,81,0
1,5,5,44,22,82,0
1,5,5,45,21,83,0
1,5,5,46,20,84,0
1,5,5,47,19,85,0
1,5,5,48,18,86,0
1,5,5,49,17,87,0
1,5,5,50,16,88,0
1,5,5,51,15,89,0
1,5,5,52,14,90,0
1,5,5,53,13,91,0
1,5,5,54,24,80,0
1,5,5,55,23,81,0
1,5,5,56,22,82,0
1,5,5,57,21,83,0
1,5,5,58,20,84,0
1,5,5,59,19,85,0
1,5,5,60,18,86,0
1,5,5,61,17,87,0
1,5,5,62,16,88,0
1,5,5,63,15,89,0
1,5,5,64,14,90,0
1,5,5,65,13,91,0
1,5,5,66,24,80,0
1,5,5,67,23,81,0
1,5,5,68,22,82,0
1,5,5,69,21,83,0
1,5,6,1,18,86,0
1,5,6,2,17,87,0
1,5,6,3,16,88,0
1,5,6,4,15,89,0
1,5,6,5,14,90,0
1,5,6,6,13,91,0
1,5,6,7,24,80,0
1,5,6,8,23,81,0
1,5,6,9,22,82,0
1,5,6,10,21,83,0
1,5,6,11,20,84,0
1,5,6,12,19,85,0
1,5,6,13,18,86,0
1,5,6,14,17,87,0
1,5,6,15,16,88,0
1,5,6,16,15,89,0
1,5,6,17,14,90,0
1,5,6,18,13,91,0
1,5,6,19,24,80,0
1,5,6,20,23,81,0
1,5,6,21,22,82,0
1,5,6,22,21,83,0
1,5,6,23,20,84,0
1,5,6,24,19,85,0
1,5,6,25,18,86,0
1,5,6,26,17,87,0
1,5,6,27,16,88,0
1,5,6,28,15,89,0
1,5,6,29,14,90,0
1,5,6,30,13,91,0
1,5,6,31,24,80,0
1,5,6,32,23,81,0
1,5,6,33,22,82,0
1,5,6,34,21,83,0
1,5,6,35,20,84,0
1,5,6,36,19,85,0
1,5,6,37,18,86,0
1,5,6,38,17,87,0
1,5,6,39,16,88,0
1,5,6,40,15,89,0
1,5,6,41,14,90,0
1,5,6,42,24,80,0
1,5,6,43,23,81,0
1,5,6,44,22,82,0
1,5,6,45,21,83,0
1,5,6,46,20,84,0
1,5,6,47,19,85,0
1,5,6,48,18,86,0
1,5,6,49,17,87,0
1,5,6,50,16,88,0
1,5,6,51,15,89,0
1,5,6,52,14,90,0
1,5,6,53,13,91,0
1,5,6,54,24,80,0
1,5,6,55,23,81,0
1,5,6,56,22,82,0
1,5,6,57,21,83,0
1,5,6,58,20,84,0
1,5,6,59,19,85,0
1,5,6,60,18,86,0
1,5,6,61,17,87,0
1,5,6,62,16,88,0
1,5,6,63,15,89,0
1,5,6,64,14,90,0
1,5,6,65,13,91,0
1,5,6,66,24,80,0
1,5,6,67,23,81,0
1,5,6,68,22,82,0
1,5,6,69,21,83,0
1,5,7,1,18,86,0
1,5,7,2,17,87,0
1,5,7,3,16,88,0
1,5,7,4,15,89,0
1,5,7,5,14,90,0
1,5,7,6,13,91,0
1,5,7,7,24,80,0
1,5,7,8,23,81,0
1,5,7,9,22,82,0
1,5,7,10,21,83,0
1,5,7,11,20,84,0
1,5,7,12,19,85,0
1,5,7,13,18,86,0
1,5,7,14,17,87,0
1,5,7,15,16,88,0
1,5,7,16,15,89,0
1,5,7,17,14,90,0
1,5,7,18,13,91,0
1,5,7,19,24,80,0
1,5,7,20,23,81,0
1,5,7,21,22,82,0
1,5,7,22,21,83,0
1,5,7,23,20,84,0
1,5,7,24,19,85,0
1,5,7,25,18,86,0
1,5,7,26,17,87,0
1,5,7,27,16,88,0
1,5,7,28,15,89,0
1,5,7,29,14,90,0
1,5,7,30,13,91,0
1,5,7,31,24,80,0
1,5,7,32,23,81,0
1,5,7,33,22,82,0
1,5,7,34,21,83,0
1,5,7,35,20,84,0
1,5,7,36,19,85,0
1,5,7,37,18,86,0
1,5,7,38,17,87,0
1,5,7,39,16,88,0
1,5,7,40,15,89,0
1,5,7,41,14,90,0
1,5,7,42,24,80,0
1,5,7,43,23,81,0
1,5,7,44,22,82,0
1,5,7,45,21,83,0
1,5,7,46,20,84,0
1,5,7,47,19,85,0
1,5,7,48,18,86,0
1,5,7,49,17,87,0
1,5,7,50,16,88,0
1,5,7,51,15,89,0
1,5,7,52,14,90,0
1,5,7,53,13,91,0
1,5,7,54,24,80,0
1,5,7,55,23,81,0
1,5,7,56,22,82,0
1,5,7,57,21,83,0
1,5,7,58,20,84,0
1,5,7,59,19,85,0
1,5,7,60,18,86,0
1,5,7,61,17,87,0
1,5,7,62,16,88,0
1,5,7,63,15,89,0
1,5,7,64,14,90,0
1,5,7,65,13,91,0
1,5,7,66,24,80,0
1,5,7,67,23,81,0
1,5,7,68,22,82,0
1,5,7,69,21,83,0
1,5,8,1,18,86,0
1,5,8,2,17,87,0
1,5,8,3,16,88,0
1,5,8,4,15,89,0
1,5,8,5,14,90,0
1,5,8,6,13,91,0
1,5,8,7,24,80,0
1,5,8,8,23,81,0
1,5,8,9,22,82,0
1,5,8,10,21,83,0
1,5,8,11,20,84,0
1,5,8,12,19,85,0
1,5,8,13,18,86,0
1,5,8,14,17,87,0
1,5,8,15,16,88,0
1,5,8,16,15,89,0
1,5,8,17,14,90,0
1,5,8,18,13,91,0
1,5,8,19,24,80,0
1,5,8,20,23,81,0
1,5,8,21,22,82,0
1,5,8,22,21,83,0
1,5,8,23,20,84,0
1,5,8,24,19,85,0
1,5,8,25,18,86,0
1,5,8,26,17,87,0
1,5,8,27,16,88,0
1,5,8,28,15,89,0
1,5,8,29,14,90,0
1,5,8,30,13,91,0
1,5,8,31,24,80,0
1,5,8,32,23,81,0
1,5,8,33,22,82,0
1,5,8,34,21,83,0
1,5,8,35,20,84,0
1,5,8,36,19,85,0
1,5,8,37,18,86,0
1,5,8,38,17,87,0
1,5,8,39,16,88,0
1,5,8,40,15,89,0
1,5,8,41,14,90,0
1,5,8,42,24,80,0
1,5,8,43,23,81,0
1,5,8,44,22,82,0
1,5,8,45,21,83,0
1,5,8,46,20,84,0
1,5,8,47,19,85,0
1,5,8,48,18,86,0
1,5,8,49,17,87,0
1,5,8,50,16,88,0
1,5,8,51,15,89,0
1,5,8,52,14,90,0
1,5,8,53,13,91,0
1,5,8,54,24,80,0
1,5,8,55,23,81,0
1,5,8,56,22,82,0
1,5,8,57,21,83,0
1,5,8,58,20,84,0
1,5,8,59,19,85,0
1,3,1,1,24,80,0
1,3,1,2,23,81,0
1,3,1,3,22,82,0
1,3,1,4,21,83,0
1,3,1,5,20,84,0
1,3,1,6,19,85,0
1,3,1,7,18,86,0
1,3,1,8,17,87,0
1,3,1,9,16,88,0
1,3,1,10,15,89,0
1,3,1,11,14,90,0
1,3,1,12,13,91,0
1,3,1,13,24,80,0
1,3,1,14,23,81,0
1,3,1,15,22,82,0
1,3,1,16,21,83,0
1,3,1,17,20,84,0
1,3,1,18,19,85,0
1,3,1,19,18,86,0
1,3,1,20,17,87,0
1,3,1,21,16,88,0
1,3,1,22,15,89,0
1,3,1,23,14,90,0
1,3,1,24,13,91,0
1,3,1,25,24,80,0
1,3,1,26,23,81,0
1,3,1,27,22,82,0
1,3,1,28,21,83,0
1,3,1,29,20,84,0
1,3,1,30,19,85,0
1,3,2,1,24,80,0
1,3,2,2,23,81,0
1,3,2,3,22,82,0
1,3,2,4,21,83,0
1,3,2,5,20,84,0
1,3,2,6,19,85,0
1,3,2,7,18,86,0
1,3,2,8,17,87,0
1,3,2,9,16,88,0
1,3,2,10,15,89,0
1,3,2,11,14,90,0
1,3,2,12,13,91,0
1,3,2,13,24,80,0
1,3,2,14,23,81,0
1,3,2,15,22,82,0
1,3,2,16,21,83,0
1,3,2,17,20,84,0
1,3,2,18,19,85,0
1,3,2,19,18,86,0
1,3,2,20,17,87,0
1,3,2,21,16,88,0
1,3,2,22,15,89,0
1,3,2,23,14,90,0
1,3,2,24,13,91,0
1,3,2,25,24,80,0
1,3,2,26,23,81,0
1,3,2,27,22,82,0
1,3,2,28,21,83,0
1,3,2,29,20,84,0
1,3,2,30,19,85,0
1,3,2,31,18,86,0
1,3,2,32,17,87,0
1,3,2,33,16,88,0
1,3,2,34,15,89,0
1,3,2,35,14,90,0
1,3,2,36,13,91,0
1,3,2,37,24,80,0
1,3,2,38,23,81,0
1,3,2,39,22,82,0
1,3,3,1,24,80,0
1,3,3,2,23,81,0
1,3,3,3,22,82,0
1,3,3,4,21,83,0
1,3,3,5,20,84,0
1,3,3,6,19,85,0
1,3,3,7,18,86,0
1,3,3,8,17,87,0
1,3,3,9,16,88,0
1,3,3,10,15,89,0
1,3,3,11,14,90,0
1,3,3,12,13,91,0
1,3,3,13,24,80,0
1,3,3,14,23,81,0
1,3,3,15,22,82,0
1,3,3,16,21,83,0
1,3,3,17,20,84,0
1,3,3,18,19,85,0
1,3,3,19,18,86,0
1,3,3,20,17,87,0
1,3,3,21,16,88,0
1,3,3,22,15,89,0
